시설명,장비명,설치위치,측정상태,방식전위,방식전류,AC유입,배터리,온도,습도,통신상태,최근 갱신일시
A구역 가스기지,RTU-01,지하 매설구간,정상,-976.8mV,2mA,320.4mV,"3,534.7mV",17.6℃,5.6%,정상,2026-04-01 03:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-974.7mV,2mA,320.4mV,"3,534.6mV",17.3℃,5.6%,정상,2026-04-01 04:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-973.6mV,2mA,320.2mV,"3,534.6mV",17.3℃,5.6%,정상,2026-04-01 04:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-971.6mV,2mA,320.2mV,"3,534.5mV",17.1℃,5.6%,정상,2026-04-01 04:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-969.7mV,2mA,320.4mV,"3,534.4mV",17.2℃,5.6%,정상,2026-04-01 04:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-967.7mV,2mA,321.0mV,"3,534.4mV",17.0℃,5.4%,정상,2026-04-01 04:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-966.5mV,2mA,319.5mV,"3,534.3mV",16.7℃,5.5%,정상,2026-04-01 04:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-964.9mV,2mA,320.8mV,"3,534.3mV",16.7℃,5.4%,정상,2026-04-01 05:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-962.9mV,2mA,319.5mV,"3,534.2mV",16.4℃,5.5%,정상,2026-04-01 05:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-962.1mV,2mA,319.2mV,"3,534.2mV",16.3℃,5.4%,정상,2026-04-01 05:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-960.3mV,2mA,320.2mV,"3,534.2mV",16.2℃,5.5%,정상,2026-04-01 05:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-959.2mV,2mA,321.0mV,"3,534.1mV",16.1℃,5.5%,정상,2026-04-01 05:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-957.8mV,2mA,319.4mV,"3,534.1mV",15.8℃,5.4%,정상,2026-04-01 05:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-956.4mV,2mA,320.1mV,"3,534.0mV",15.7℃,5.6%,정상,2026-04-01 06:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-955.8mV,2mA,319.0mV,"3,533.9mV",15.5℃,5.4%,정상,2026-04-01 06:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-954.5mV,2mA,319.6mV,"3,533.9mV",15.2℃,5.5%,정상,2026-04-01 06:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.6mV,2mA,319.2mV,"3,533.8mV",14.9℃,5.4%,정상,2026-04-01 06:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.8mV,2mA,319.9mV,"3,533.8mV",14.7℃,5.4%,정상,2026-04-01 06:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.5mV,2mA,320.0mV,"3,533.8mV",14.6℃,5.5%,정상,2026-04-01 06:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.4mV,2mA,319.4mV,"3,533.7mV",14.5℃,5.5%,정상,2026-04-01 07:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.3mV,2mA,320.0mV,"3,533.7mV",14.1℃,5.6%,정상,2026-04-01 07:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.8mV,2mA,319.8mV,"3,533.6mV",14.0℃,5.4%,정상,2026-04-01 07:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.8mV,2mA,320.3mV,"3,533.6mV",13.7℃,5.6%,정상,2026-04-01 07:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.4mV,2mA,319.5mV,"3,533.5mV",13.5℃,5.5%,정상,2026-04-01 07:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-949.7mV,2mA,320.2mV,"3,533.4mV",13.3℃,5.4%,정상,2026-04-01 07:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.1mV,2mA,320.6mV,"3,533.4mV",13.0℃,5.4%,정상,2026-04-01 08:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.2mV,2mA,319.4mV,"3,533.3mV",12.8℃,5.4%,정상,2026-04-01 08:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.6mV,2mA,319.3mV,"3,533.3mV",12.6℃,5.6%,정상,2026-04-01 08:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.8mV,2mA,320.9mV,"3,533.2mV",12.5℃,5.4%,정상,2026-04-01 08:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.1mV,2mA,320.7mV,"3,533.2mV",12.2℃,5.5%,정상,2026-04-01 08:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.2mV,2mA,320.1mV,"3,533.2mV",12.0℃,5.4%,정상,2026-04-01 08:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-951.8mV,2mA,319.3mV,"3,533.1mV",11.8℃,5.5%,정상,2026-04-01 09:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.0mV,2mA,319.1mV,"3,533.1mV",11.7℃,5.4%,정상,2026-04-01 09:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.8mV,2mA,320.3mV,"3,533.0mV",11.4℃,5.6%,정상,2026-04-01 09:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.4mV,2mA,319.8mV,"3,532.9mV",11.2℃,5.4%,정상,2026-04-01 09:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-954.2mV,2mA,319.2mV,"3,532.9mV",11.0℃,5.6%,정상,2026-04-01 09:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-955.7mV,2mA,319.4mV,"3,532.8mV",10.8℃,5.5%,정상,2026-04-01 09:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-956.6mV,2mA,320.9mV,"3,532.8mV",10.7℃,5.5%,정상,2026-04-01 10:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-957.8mV,2mA,319.2mV,"3,532.8mV",10.4℃,5.5%,정상,2026-04-01 10:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-959.5mV,2mA,319.9mV,"3,532.7mV",10.3℃,5.5%,정상,2026-04-01 10:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-960.8mV,2mA,320.2mV,"3,532.7mV",10.0℃,5.5%,정상,2026-04-01 10:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-961.4mV,2mA,319.1mV,"3,532.6mV",9.9℃,5.5%,정상,2026-04-01 10:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-962.9mV,2mA,320.2mV,"3,532.6mV",9.6℃,5.5%,정상,2026-04-01 10:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-964.4mV,2mA,319.4mV,"3,532.5mV",9.5℃,5.4%,정상,2026-04-01 11:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-965.9mV,2mA,320.8mV,"3,532.4mV",9.4℃,5.6%,정상,2026-04-01 11:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-967.5mV,2mA,319.7mV,"3,532.4mV",9.3℃,5.6%,정상,2026-04-01 11:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-969.7mV,2mA,319.9mV,"3,532.3mV",9.2℃,5.4%,정상,2026-04-01 11:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-971.3mV,2mA,320.8mV,"3,532.3mV",9.0℃,5.5%,정상,2026-04-01 11:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-973.5mV,2mA,320.3mV,"3,532.2mV",8.9℃,5.5%,정상,2026-04-01 11:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-975.4mV,2mA,320.9mV,"3,532.2mV",8.8℃,5.5%,정상,2026-04-01 12:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-977.4mV,2mA,320.2mV,"3,532.2mV",8.7℃,5.4%,정상,2026-04-01 12:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-978.6mV,2mA,319.1mV,"3,532.1mV",8.6℃,5.4%,정상,2026-04-01 12:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-981.1mV,2mA,319.5mV,"3,532.1mV",8.5℃,5.4%,정상,2026-04-01 12:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-983.3mV,2mA,320.2mV,"3,532.0mV",8.4℃,5.6%,정상,2026-04-01 12:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-984.7mV,2mA,320.9mV,"3,531.9mV",8.3℃,5.5%,정상,2026-04-01 12:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-986.7mV,2mA,320.3mV,"3,531.9mV",8.3℃,5.5%,정상,2026-04-01 13:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-989.5mV,2mA,319.7mV,"3,531.8mV",8.2℃,5.5%,정상,2026-04-01 13:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-990.9mV,2mA,320.8mV,"3,531.8mV",8.2℃,5.5%,정상,2026-04-01 13:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-993.8mV,2mA,319.8mV,"3,531.8mV",8.2℃,5.6%,정상,2026-04-01 13:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-995.2mV,2mA,320.0mV,"3,531.7mV",8.1℃,5.4%,정상,2026-04-01 13:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-997.9mV,2mA,319.3mV,"3,531.7mV",8.1℃,5.5%,정상,2026-04-01 13:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-999.5mV,2mA,319.6mV,"3,531.6mV",8.0℃,5.6%,정상,2026-04-01 14:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,001.8mV",2mA,319.8mV,"3,531.6mV",8.2℃,5.4%,정상,2026-04-01 14:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,004.1mV",2mA,320.2mV,"3,531.5mV",8.0℃,5.4%,정상,2026-04-01 14:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,007.0mV",2mA,320.0mV,"3,531.4mV",8.1℃,5.5%,정상,2026-04-01 14:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,008.5mV",2mA,320.0mV,"3,531.4mV",8.2℃,5.5%,정상,2026-04-01 14:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,011.3mV",2mA,319.6mV,"3,531.3mV",8.3℃,5.5%,정상,2026-04-01 14:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,012.7mV",2mA,319.8mV,"3,531.3mV",8.3℃,5.5%,정상,2026-04-01 15:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,015.0mV",2mA,320.5mV,"3,531.2mV",8.3℃,5.5%,정상,2026-04-01 15:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,016.8mV",2mA,319.3mV,"3,531.2mV",8.4℃,5.5%,정상,2026-04-01 15:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,019.0mV",2mA,319.9mV,"3,531.2mV",8.4℃,5.4%,정상,2026-04-01 15:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,021.6mV",2mA,320.0mV,"3,531.1mV",8.6℃,5.6%,정상,2026-04-01 15:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,023.5mV",2mA,320.8mV,"3,531.1mV",8.7℃,5.5%,정상,2026-04-01 15:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,025.5mV",2mA,319.9mV,"3,531.0mV",8.8℃,5.4%,정상,2026-04-01 16:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,027.2mV",2mA,320.0mV,"3,530.9mV",8.8℃,5.5%,정상,2026-04-01 16:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,028.4mV",2mA,320.5mV,"3,530.9mV",9.0℃,5.5%,정상,2026-04-01 16:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,030.0mV",2mA,319.4mV,"3,530.8mV",9.1℃,5.5%,정상,2026-04-01 16:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,032.5mV",2mA,319.1mV,"3,530.8mV",9.3℃,5.5%,정상,2026-04-01 16:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,033.4mV",2mA,319.9mV,"3,530.8mV",9.3℃,5.5%,정상,2026-04-01 16:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,035.8mV",2mA,319.4mV,"3,530.7mV",9.5℃,5.5%,정상,2026-04-01 17:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,037.0mV",2mA,319.1mV,"3,530.7mV",9.8℃,5.6%,정상,2026-04-01 17:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,038.3mV",2mA,319.4mV,"3,530.6mV",9.9℃,5.6%,정상,2026-04-01 17:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,039.8mV",2mA,319.4mV,"3,530.6mV",10.1℃,5.5%,정상,2026-04-01 17:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,041.4mV",2mA,320.3mV,"3,530.5mV",10.2℃,5.4%,정상,2026-04-01 17:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,042.4mV",2mA,321.0mV,"3,530.4mV",10.4℃,5.5%,정상,2026-04-01 17:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,042.9mV",2mA,319.3mV,"3,530.4mV",10.7℃,5.4%,정상,2026-04-01 18:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,044.2mV",2mA,320.6mV,"3,530.3mV",10.8℃,5.5%,정상,2026-04-01 18:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,045.8mV",2mA,319.2mV,"3,530.3mV",10.9℃,5.6%,정상,2026-04-01 18:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.6mV",2mA,320.9mV,"3,530.2mV",11.1℃,5.5%,정상,2026-04-01 18:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.5mV",2mA,319.4mV,"3,530.2mV",11.3℃,5.6%,정상,2026-04-01 18:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.7mV",2mA,319.3mV,"3,530.2mV",11.6℃,5.5%,정상,2026-04-01 18:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.2mV",2mA,320.7mV,"3,530.1mV",11.8℃,5.6%,정상,2026-04-01 19:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.6mV",2mA,320.3mV,"3,530.1mV",12.1℃,5.5%,정상,2026-04-01 19:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.9mV",2mA,320.4mV,"3,530.0mV",12.2℃,5.5%,정상,2026-04-01 19:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.8mV",2mA,320.4mV,"3,529.9mV",12.5℃,5.5%,정상,2026-04-01 19:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.3mV",2mA,319.6mV,"3,529.9mV",12.7℃,5.5%,정상,2026-04-01 19:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.3mV",2mA,319.9mV,"3,529.8mV",12.8℃,5.5%,정상,2026-04-01 19:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.4mV",2mA,319.3mV,"3,529.8mV",13.0℃,5.5%,정상,2026-04-01 20:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.0mV",2mA,320.8mV,"3,529.8mV",13.3℃,5.5%,정상,2026-04-01 20:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.0mV",2mA,320.6mV,"3,529.7mV",13.5℃,5.5%,정상,2026-04-01 20:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,050.0mV",2mA,319.6mV,"3,529.7mV",13.7℃,5.5%,정상,2026-04-01 20:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,049.1mV",2mA,320.4mV,"3,529.6mV",14.0℃,5.5%,정상,2026-04-01 20:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.5mV",2mA,319.3mV,"3,529.6mV",14.2℃,5.6%,정상,2026-04-01 20:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,048.0mV",2mA,320.8mV,"3,529.5mV",14.4℃,5.5%,정상,2026-04-01 21:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,047.2mV",2mA,319.3mV,"3,529.4mV",14.7℃,5.6%,정상,2026-04-01 21:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.9mV",2mA,320.1mV,"3,529.4mV",14.8℃,5.5%,정상,2026-04-01 21:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,046.0mV",2mA,321.0mV,"3,529.3mV",15.0℃,5.5%,정상,2026-04-01 21:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,045.0mV",2mA,319.2mV,"3,529.3mV",15.2℃,5.5%,정상,2026-04-01 21:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,044.3mV",2mA,319.3mV,"3,529.2mV",15.4℃,5.5%,정상,2026-04-01 21:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,042.9mV",2mA,320.3mV,"3,529.2mV",15.5℃,5.6%,정상,2026-04-01 22:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,041.9mV",2mA,320.3mV,"3,529.2mV",15.9℃,5.5%,정상,2026-04-01 22:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,040.5mV",2mA,319.5mV,"3,529.1mV",15.9℃,5.5%,정상,2026-04-01 22:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,039.7mV",2mA,319.7mV,"3,529.1mV",16.1℃,5.5%,정상,2026-04-01 22:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,038.8mV",2mA,320.2mV,"3,529.0mV",16.3℃,5.5%,정상,2026-04-01 22:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,037.0mV",2mA,320.8mV,"3,528.9mV",16.5℃,5.4%,정상,2026-04-01 22:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,035.2mV",2mA,320.3mV,"3,528.9mV",16.7℃,5.5%,정상,2026-04-01 23:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,033.3mV",2mA,319.6mV,"3,528.8mV",16.8℃,5.5%,정상,2026-04-01 23:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,031.7mV",2mA,319.5mV,"3,528.8mV",17.0℃,5.6%,정상,2026-04-01 23:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,030.2mV",2mA,319.9mV,"3,528.8mV",17.1℃,5.6%,정상,2026-04-01 23:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,028.8mV",2mA,320.4mV,"3,528.7mV",17.2℃,5.6%,정상,2026-04-01 23:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,027.2mV",2mA,320.5mV,"3,528.7mV",17.3℃,5.6%,정상,2026-04-01 23:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,024.5mV",2mA,320.5mV,"3,528.6mV",17.4℃,5.6%,정상,2026-04-02 00:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,023.0mV",2mA,320.5mV,"3,528.6mV",17.6℃,5.5%,정상,2026-04-02 00:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,020.8mV",2mA,319.5mV,"3,528.5mV",17.6℃,5.5%,정상,2026-04-02 00:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,018.8mV",2mA,319.9mV,"3,528.4mV",17.7℃,5.6%,정상,2026-04-02 00:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,017.4mV",2mA,319.7mV,"3,528.4mV",17.8℃,5.6%,정상,2026-04-02 00:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,015.2mV",2mA,319.6mV,"3,528.3mV",17.9℃,5.6%,정상,2026-04-02 00:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,013.0mV",2mA,320.2mV,"3,528.3mV",17.9℃,5.6%,정상,2026-04-02 01:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,011.1mV",2mA,320.1mV,"3,528.2mV",17.9℃,5.4%,정상,2026-04-02 01:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,009.1mV",2mA,319.2mV,"3,528.2mV",18.0℃,5.5%,정상,2026-04-02 01:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,006.7mV",2mA,320.5mV,"3,528.2mV",18.1℃,5.4%,정상,2026-04-02 01:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,004.7mV",2mA,320.9mV,"3,528.1mV",18.1℃,5.5%,정상,2026-04-02 01:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,002.5mV",2mA,320.1mV,"3,528.1mV",18.0℃,5.4%,정상,2026-04-02 01:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,"-1,000.3mV",2mA,319.1mV,"3,528.0mV",18.0℃,5.5%,정상,2026-04-02 02:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-997.8mV,2mA,319.6mV,"3,527.9mV",18.1℃,5.4%,정상,2026-04-02 02:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-995.5mV,2mA,319.8mV,"3,527.9mV",18.2℃,5.6%,정상,2026-04-02 02:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-993.3mV,2mA,320.2mV,"3,527.8mV",18.1℃,5.5%,정상,2026-04-02 02:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-991.1mV,2mA,320.0mV,"3,527.8mV",18.0℃,5.6%,정상,2026-04-02 02:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-989.0mV,2mA,320.8mV,"3,527.8mV",18.0℃,5.5%,정상,2026-04-02 02:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-987.5mV,2mA,319.6mV,"3,527.7mV",18.0℃,5.4%,정상,2026-04-02 03:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-985.3mV,2mA,320.2mV,"3,527.7mV",17.9℃,5.5%,정상,2026-04-02 03:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-982.8mV,2mA,320.5mV,"3,527.6mV",17.8℃,5.5%,정상,2026-04-02 03:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-981.1mV,2mA,320.8mV,"3,527.6mV",17.7℃,5.4%,정상,2026-04-02 03:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-978.8mV,2mA,319.8mV,"3,527.5mV",17.6℃,5.6%,정상,2026-04-02 03:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-976.6mV,2mA,319.4mV,"3,527.4mV",17.5℃,5.4%,정상,2026-04-02 03:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-974.6mV,2mA,319.2mV,"3,527.4mV",17.4℃,5.4%,정상,2026-04-02 04:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-973.5mV,2mA,319.0mV,"3,527.3mV",17.2℃,5.4%,정상,2026-04-02 04:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-971.5mV,2mA,320.1mV,"3,527.3mV",17.3℃,5.5%,정상,2026-04-02 04:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-969.7mV,2mA,319.1mV,"3,527.2mV",17.0℃,5.4%,정상,2026-04-02 04:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-968.0mV,2mA,319.8mV,"3,527.2mV",16.9℃,5.4%,정상,2026-04-02 04:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-966.0mV,2mA,319.1mV,"3,527.2mV",16.8℃,5.4%,정상,2026-04-02 04:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-964.6mV,2mA,319.4mV,"3,527.1mV",16.7℃,5.5%,정상,2026-04-02 05:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-963.4mV,2mA,320.1mV,"3,527.1mV",16.5℃,5.5%,정상,2026-04-02 05:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-961.5mV,2mA,320.6mV,"3,527.0mV",16.3℃,5.5%,정상,2026-04-02 05:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-960.6mV,2mA,321.0mV,"3,526.9mV",16.1℃,5.4%,정상,2026-04-02 05:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-959.3mV,2mA,320.7mV,"3,526.9mV",15.9℃,5.5%,정상,2026-04-02 05:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-957.7mV,2mA,319.8mV,"3,526.8mV",15.8℃,5.6%,정상,2026-04-02 05:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-956.8mV,2mA,319.8mV,"3,526.8mV",15.6℃,5.5%,정상,2026-04-02 06:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-955.6mV,2mA,319.3mV,"3,526.8mV",15.5℃,5.4%,정상,2026-04-02 06:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-954.7mV,2mA,319.8mV,"3,526.7mV",15.1℃,5.6%,정상,2026-04-02 06:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-954.0mV,2mA,319.3mV,"3,526.7mV",15.0℃,5.5%,정상,2026-04-02 06:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-953.2mV,2mA,319.1mV,"3,526.6mV",14.9℃,5.4%,정상,2026-04-02 06:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.8mV,2mA,319.7mV,"3,526.6mV",14.6℃,5.4%,정상,2026-04-02 06:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-952.0mV,2mA,320.2mV,"3,526.5mV",14.3℃,5.5%,정상,2026-04-02 07:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.7mV,2mA,320.7mV,"3,526.4mV",14.2℃,5.5%,정상,2026-04-02 07:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.7mV,2mA,319.4mV,"3,526.4mV",13.9℃,5.4%,정상,2026-04-02 07:20:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.5mV,2mA,320.0mV,"3,526.3mV",13.7℃,5.5%,정상,2026-04-02 07:30:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.2mV,2mA,320.6mV,"3,526.3mV",13.6℃,5.6%,정상,2026-04-02 07:40:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.3mV,2mA,319.0mV,"3,526.2mV",13.4℃,5.5%,정상,2026-04-02 07:50:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.4mV,2mA,320.6mV,"3,526.2mV",13.2℃,5.5%,정상,2026-04-02 08:00:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.3mV,2mA,319.4mV,"3,526.2mV",12.9℃,5.6%,정상,2026-04-02 08:10:00
A구역 가스기지,RTU-01,지하 매설구간,정상,-950.1mV,2mA,319.4mV,"3,526.1mV",12.7℃,5.6%,정상,2026-04-02 08:20:00
